ID,PREDICTION,TARGET
1,0.382891118526,0
3,0.374549090862,0
4,0.371053934097,0
8,0.377816110849,0
10,0.373690634966,0
13,0.377210348845,0
14,0.376535922289,0
18,0.374073415995,0
20,0.408611267805,0
23,0.371152669191,0
25,0.3739579916,0
26,0.379481613636,0
29,0.378402650356,0
31,0.373165071011,0
32,0.374589949846,0
34,0.378440499306,0
36,0.408405601978,0
39,0.374210119247,0
42,0.374059855938,0
43,0.37836509943,0
45,0.377974063158,0
49,0.376535922289,0
51,0.380731612444,0
54,0.379483729601,0
56,0.408611267805,0
60,0.374664217234,0
61,0.377282619476,0
66,0.381797641516,0
68,0.371053934097,0
74,0.371097385883,0
75,0.377153843641,0
77,0.415875256062,1
80,0.376223653555,0
82,0.372096449137,0
83,0.376336872578,0
84,0.377974063158,0
87,0.417173743248,0
88,0.382691890001,0
90,0.370993971825,0
91,0.371053934097,0
92,0.408405601978,0
93,0.371059834957,0
95,0.371100008488,0
101,0.371212303638,0
102,0.382463306189,0
105,0.377153843641,0
106,0.371053934097,0
107,0.373198091984,0
109,0.371037393808,0
111,0.393837928772,0
113,0.373239934444,0
115,0.371037393808,0
118,0.413921535015,0
122,0.373286485672,0
125,0.374073415995,0
127,0.370993971825,0
130,0.382852971554,0
131,0.37792801857,0
132,0.377163797617,0
134,0.370993971825,0
135,0.3739579916,0
136,0.374852925539,0
137,0.38044950366,0
139,0.376223653555,0
140,0.371100008488,0
141,0.408611267805,0
142,0.374073415995,0
143,0.371053934097,0
144,0.374858260155,0
145,0.38350123167,0
146,0.370993971825,0
148,0.374660968781,0
150,0.398988306522,0
151,0.371053934097,0
152,0.375320285559,0
153,0.373223155737,0
154,0.408134847879,0
155,0.371040016413,0
156,0.371053934097,0
157,0.370993971825,0
159,0.378218889236,1
161,0.374858260155,0
162,0.37856271863,0
163,0.373165071011,0
165,0.371053934097,0
166,0.374858260155,0
169,0.374073415995,0
170,0.371212303638,0
171,0.393629133701,0
172,0.382729172707,0
173,0.370993971825,0
175,0.371040016413,0
176,0.371180474758,0
177,0.378175288439,0
178,0.370993971825,0
179,0.371100008488,0
180,0.374964296818,0
182,0.422308862209,0
183,0.375320285559,0
184,0.370993971825,0
186,0.371053934097,0
188,0.37661460042,0
191,0.371292799711,0
192,0.370993971825,0
193,0.373165071011,0
195,0.378600239754,0
196,0.37854462862,0
199,0.382911741734,0
200,0.371100008488,0
202,0.408611267805,0
203,0.414683043957,0
204,0.378440499306,0
206,0.3740016222,0
207,0.373121529818,0
209,0.377283483744,0
210,0.371053934097,0
212,0.377872496843,0
213,0.374464899302,0
214,0.379810780287,0
215,0.374513477087,0
217,0.374314814806,0
218,0.378440499306,0
220,0.373542159796,1
221,0.374858260155,0
222,0.37836509943,0
225,0.371053934097,0
227,0.371503591537,0
228,0.382178217173,0
231,0.3740016222,0
232,0.37474167347,0
233,0.371053934097,0
234,0.373165071011,0
235,0.377153843641,0
236,0.381795167923,0
239,0.373165071011,0
241,0.373223155737,0
242,0.371053934097,0
244,0.376535922289,0
252,0.381239593029,0
253,0.374617308378,0
254,0.375020474195,0
258,0.410245984793,0
259,0.379799991846,0
262,0.371053934097,0
265,0.403368473053,0
266,0.378243207932,0
269,0.377153843641,0
270,0.373477876186,0
271,0.378835111856,0
273,0.3734985888,0
276,0.378485321999,0
279,0.378440499306,0
285,0.375129014254,0
287,0.376714468002,0
288,0.378828525543,0
289,0.371037393808,0
292,0.416693717241,0
294,0.408590167761,0
296,0.373165071011,0
299,0.370993971825,0
301,0.373355716467,0
302,0.376496732235,0
303,0.418519705534,1
306,0.410893797874,1
307,0.373556107283,0
311,0.3740016222,0
314,0.3740016222,0
316,0.371074408293,0
319,0.415417551994,0
320,0.371053934097,0
322,0.376417607069,0
324,0.411423891783,0
332,0.373165071011,0
333,0.371053934097,0
340,0.371053934097,1
342,0.371212303638,0
344,0.374858260155,0
345,0.376559764147,0
347,0.370993971825,0
349,0.374858260155,0
353,0.408405601978,1
354,0.376621067524,0
355,0.37620639801,0
356,0.3740016222,0
359,0.370993971825,0
362,0.371053934097,0
363,0.376938223839,0
369,0.371053934097,0
371,0.410952329636,1
373,0.392798423767,0
374,0.415301084518,0
375,0.373413920403,0
378,0.376535922289,0
382,0.374858260155,0
383,0.411113321781,0
384,0.378440499306,0
387,0.371053934097,0
388,0.382910460234,0
390,0.371053934097,0
394,0.374782949686,0
402,0.374938964844,0
404,0.371053934097,0
407,0.373165071011,0
408,0.41265770793,0
410,0.383596599102,0
412,0.415662825108,0
414,0.374858260155,0
415,0.373121529818,0
416,0.371053934097,0
417,0.373165071011,0
420,0.382336944342,0
421,0.370993971825,0
423,0.376619488001,0
426,0.376714199781,0
428,0.371053934097,0
429,0.376162707806,0
432,0.371053934097,0
433,0.373165071011,0
436,0.370993971825,0
440,0.408291906118,0
441,0.371097385883,0
443,0.370993971825,0
444,0.378262639046,0
445,0.377153843641,0
447,0.377153843641,0
448,0.377153843641,0
449,0.371053934097,0
453,0.371100008488,0
456,0.380181252956,0
457,0.393629133701,0
458,0.378440499306,0
459,0.371053934097,0
460,0.371053934097,0
461,0.381795167923,0
462,0.377153843641,0
466,0.374096512794,0
469,0.374858260155,0
471,0.380219340324,0
474,0.383346676826,0
477,0.402337551117,0
478,0.374592363834,0
480,0.376575738192,0
482,0.374073415995,0
485,0.371100008488,0
488,0.377153843641,0
489,0.371053934097,0
490,0.370993971825,0
492,0.373165071011,0
493,0.378622025251,0
496,0.377974063158,0
500,0.373813152313,0
501,0.371053934097,0
502,0.374756038189,0
513,0.407350718975,0
514,0.400459706783,0
515,0.381057828665,0
517,0.371053934097,0
523,0.370993971825,0
527,0.374970912933,0
530,0.413845717907,1
533,0.388904988766,0
535,0.3739579916,0
537,0.385618567467,0
538,0.408611267805,0
543,0.371037393808,0
544,0.376616597176,0
547,0.370993971825,0
548,0.376490712166,0
549,0.39284709096,1
550,0.408611267805,0
551,0.41641330719,0
553,0.378667354584,0
554,0.371053934097,0
555,0.378218889236,0
558,0.371053934097,0
560,0.377383828163,0
561,0.371163934469,0
564,0.374745428562,0
566,0.3740016222,0
567,0.373765617609,0
568,0.377153843641,0
571,0.376535922289,0
572,0.372836917639,0
573,0.370993971825,0
576,0.371100008488,0
577,0.373165071011,0
578,0.378440499306,0
579,0.374073415995,0
580,0.370993971825,0
581,0.371212303638,0
582,0.370993971825,0
583,0.374134808779,0
584,0.414498180151,0
586,0.379771411419,0
587,0.371100008488,0
588,0.383186340332,0
591,0.373121529818,0
596,0.373327046633,0
598,0.394227087498,0
599,0.377291083336,0
600,0.415127366781,1
602,0.375739574432,0
606,0.378440499306,0
609,0.373330056667,0
611,0.375005841255,0
614,0.374096512794,0
618,0.371037393808,0
622,0.370993971825,0
623,0.370993971825,0
626,0.378362894058,0
627,0.371053934097,0
631,0.406466424465,1
633,0.376535922289,0
635,0.37661460042,0
636,0.416026026011,0
639,0.390271812677,0
640,0.370993971825,0
641,0.37668544054,0
645,0.375320285559,0
647,0.378600239754,0
648,0.371053934097,0
649,0.376535922289,0
650,0.371053934097,0
651,0.382692456245,0
652,0.371053934097,0
653,0.416486203671,1
654,0.371724784374,0
656,0.374660968781,0
657,0.383110702038,0
658,0.371053934097,0
659,0.371212303638,0
661,0.378440499306,0
662,0.378026336432,0
663,0.374836206436,0
667,0.371117860079,0
668,0.378440499306,0
669,0.415308833122,1
673,0.378440499306,0
674,0.4020832479,0
679,0.373165071011,0
681,0.371100008488,0
682,0.373165071011,0
686,0.402337551117,0
687,0.371053934097,0
688,0.371053934097,0
