ID,TARGET
2,0.378600239754
5,0.380126595497
6,0.371053934097
7,0.374858260155
9,0.371053934097
11,0.416997730732
12,0.381953626871
15,0.412757515907
16,0.376454025507
17,0.374836206436
19,0.376535922289
21,0.371053934097
22,0.374598860741
24,0.371100008488
27,0.374745428562
28,0.374527871609
30,0.405168861151
33,0.371053934097
35,0.371100008488
37,0.375005841255
38,0.376535922289
40,0.408611267805
41,0.378091961145
44,0.373850405216
46,0.399217903614
47,0.37437993288
48,0.371053934097
50,0.371053934097
52,0.408745288849
53,0.374858260155
55,0.37761721015
57,0.371037393808
58,0.3740016222
59,0.377153843641
62,0.37836509943
63,0.371100008488
64,0.37836509943
65,0.376162707806
67,0.374073415995
69,0.377979665995
70,0.371053934097
71,0.383942306042
72,0.371037393808
73,0.370993971825
76,0.373223155737
78,0.373121529818
79,0.374937176704
81,0.370993971825
85,0.371100008488
86,0.371053934097
89,0.378440499306
94,0.394829243422
96,0.371053934097
97,0.37710160017
98,0.371053934097
99,0.376070559025
100,0.417042195797
103,0.393629133701
104,0.371212303638
108,0.3739579916
110,0.371503591537
112,0.378100305796
114,0.378205835819
116,0.374059855938
117,0.372926712036
119,0.37766456604
120,0.373542159796
121,0.370993971825
123,0.37543284893
124,0.378440499306
126,0.370993971825
128,0.374073415995
129,0.383186340332
133,0.376861125231
138,0.378440499306
147,0.379914402962
149,0.384038537741
158,0.371053934097
160,0.371053934097
164,0.37799295783
167,0.377152055502
168,0.3739579916
174,0.371053934097
181,0.374263912439
185,0.378440499306
187,0.372050315142
189,0.374059855938
190,0.381795167923
194,0.373165071011
197,0.389902025461
198,0.377974063158
201,0.383110702038
205,0.374059826136
208,0.402593910694
211,0.371100008488
216,0.37856271863
219,0.38229945302
223,0.37241268158
224,0.394362211227
226,0.377974063158
229,0.373998552561
230,0.375005841255
237,0.3748934865
238,0.377153843641
240,0.381734371185
243,0.371053934097
245,0.39491173625
246,0.415662825108
247,0.371083468199
248,0.375012218952
249,0.371053934097
250,0.419141858816
251,0.370993971825
255,0.383346676826
256,0.377611726522
257,0.383186340332
260,0.408507049084
261,0.370993971825
263,0.416683882475
264,0.408497512341
267,0.374134808779
268,0.374402821064
272,0.371143460274
274,0.3740016222
275,0.371212303638
277,0.422113060951
278,0.430447727442
280,0.373850405216
281,0.37437993288
282,0.381408631802
283,0.371100008488
284,0.386185705662
286,0.377153843641
290,0.374291330576
291,0.378440499306
293,0.378575086594
295,0.374751448631
297,0.370993971825
298,0.39284709096
300,0.373165071011
304,0.374192774296
305,0.373165071011
308,0.370993971825
309,0.371053934097
310,0.371891260147
312,0.378440499306
313,0.408497512341
315,0.373632490635
317,0.376350462437
318,0.38044950366
321,0.376044303179
323,0.387427926064
325,0.3740016222
326,0.377153843641
327,0.371258378029
328,0.41525632143
329,0.374073415995
330,0.371503591537
331,0.374210119247
334,0.378833800554
335,0.373202234507
336,0.383110702038
337,0.37513923645
338,0.379429578781
339,0.377974063158
341,0.425181031227
343,0.381631493568
346,0.371053934097
348,0.371053934097
350,0.393297016621
351,0.370993971825
352,0.377153843641
357,0.378548890352
358,0.371100008488
360,0.370993971825
361,0.377153843641
364,0.375045180321
365,0.378485321999
366,0.37620639801
367,0.371134400368
368,0.371037393808
370,0.371053934097
372,0.374192774296
376,0.370993971825
377,0.371503591537
379,0.37407630682
380,0.374858260155
381,0.395283430815
385,0.371100008488
386,0.378440499306
389,0.378679424524
391,0.381177723408
392,0.371053934097
393,0.371100008488
395,0.376428306103
396,0.371053934097
397,0.371037393808
398,0.374899119139
399,0.377164751291
400,0.371212303638
401,0.373886078596
403,0.374134808779
405,0.378218889236
406,0.376535922289
409,0.374858260155
411,0.375005841255
413,0.371067136526
418,0.373121529818
419,0.376559764147
422,0.377153843641
424,0.415794551373
425,0.380226463079
427,0.371053934097
430,0.370993971825
431,0.377974063158
434,0.379981517792
435,0.378440499306
437,0.392861515284
438,0.370993971825
439,0.394159555435
442,0.371100008488
446,0.371100008488
450,0.378751754761
451,0.374858260155
452,0.375200808048
454,0.370993971825
455,0.37411776185
463,0.375320285559
464,0.371100008488
